1.2,0,1.5708,0,0
1.2,0.0093908,1.5708,1.87816,1.87816
1.19972,0.0162242,1.6524,3.00031,-0.263924
1.19888,0.0230832,1.73328,3,-0.235072
1.19729,0.0310559,1.80197,3,0.252505
1.195,0.0396083,1.86341,3,0.542293
1.19196,0.0487854,1.91674,3,0.866679
1.18825,0.0583758,1.96389,3,1.11421
1.1839,0.0682798,2.0057,3,1.32747
1.17897,0.0783934,2.04318,3,1.50091
1.17351,0.0886404,2.07708,3,1.64401
1.16758,0.0989563,2.10808,3,1.75991
1.16122,0.109288,2.13677,3,1.8525
1.15461,0.119422,2.1616,2.91716,1.92383
1.14782,0.129313,2.18277,2.82264,1.97603
1.1409,0.138976,2.20094,2.73978,2.01279
1.1339,0.148424,2.2167,2.66778,2.03727
1.12683,0.157674,2.23054,2.60565,2.05202
1.1197,0.16674,2.24288,2.55237,2.05907
1.11254,0.175634,2.25405,2.50694,2.06005
1.10536,0.18437,2.26435,2.4684,2.05626
1.09815,0.192956,2.27403,2.43585,2.04877
1.09092,0.201403,2.28328,2.4085,2.03842
1.08367,0.209716,2.29227,2.38562,2.02592
1.07641,0.217903,2.30114,2.36654,2.01182
1.06912,0.225967,2.30999,2.35071,1.99662
1.06181,0.233912,2.31892,2.33762,1.98068
1.05448,0.241742,2.32798,2.32682,1.96433
1.04712,0.249459,2.33723,2.31794,1.94783
1.03973,0.257064,2.34671,2.31065,1.93141
1.0323,0.264558,2.35645,2.30466,1.91523
1.02484,0.271942,2.36646,2.29974,1.89946
1.01734,0.279216,2.37674,2.29568,1.88421
1.00979,0.286381,2.38731,2.29231,1.86957
1.0022,0.293436,2.39816,2.28946,1.85563
0.994565,0.300381,2.40927,2.28703,1.84244
0.986876,0.307215,2.42064,2.28491,1.83003
0.979134,0.313939,2.43226,2.28301,1.81846
0.971338,0.320551,2.4441,2.28126,1.80772
0.963486,0.327051,2.45614,2.27959,1.79784
0.955576,0.333439,2.46837,2.27796,1.7888
0.947608,0.339713,2.48076,2.27633,1.78062
0.93958,0.345874,2.4933,2.27466,1.77326
0.931491,0.351921,2.50595,2.27294,1.76673
0.923342,0.357854,2.5187,2.27113,1.761
0.915131,0.363672,2.53153,2.26922,1.75604
0.906859,0.369375,2.54442,2.2672,1.75183
0.898526,0.374963,2.55734,2.26505,1.74835
0.890132,0.380437,2.57027,2.26277,1.74556
0.881677,0.385795,2.58319,2.26035,1.74344
0.873163,0.391038,2.59608,2.25779,1.74196
0.864589,0.396166,2.60893,2.25507,1.74109
0.855958,0.401181,2.62172,2.2522,1.74081
0.847269,0.406081,2.63442,2.24918,1.74109
0.838524,0.410868,2.64702,2.24599,1.74191
0.829724,0.415543,2.65951,2.24264,1.74325
0.82087,0.420107,2.67186,2.23912,1.74508
0.811964,0.424559,2.68406,2.23542,1.74739
0.803008,0.428903,2.69609,2.23154,1.75017
0.794002,0.433138,2.70795,2.22747,1.75339
0.784948,0.437266,2.7196,2.2232,1.75706
0.775848,0.441289,2.73104,2.21872,1.76117
0.766703,0.445209,2.74225,2.21401,1.7657
0.757516,0.449027,2.75321,2.20907,1.77067
0.748287,0.452746,2.7639,2.20387,1.77607
0.739019,0.456367,2.77431,2.19839,1.78192
0.729712,0.459894,2.78442,2.19261,1.78821
0.72037,0.463328,2.79421,2.1865,1.79498
0.710993,0.466673,2.80366,2.18004,1.80222
0.701584,0.469932,2.81274,2.17318,1.80998
0.692143,0.473108,2.82143,2.16588,1.81827
0.682673,0.476204,2.8297,2.1581,1.82713
0.673176,0.479225,2.83753,2.1498,1.83659
0.663654,0.482175,2.84489,2.1409,1.84669
0.654108,0.485058,2.85173,2.13135,1.85747
0.64454,0.487879,2.85804,2.12109,1.86897
0.634952,0.490643,2.86376,2.11003,1.88124
0.625347,0.493356,2.86885,2.09809,1.89432
0.615726,0.496024,2.87327,2.0852,1.90826
0.606093,0.498654,2.87698,2.07126,1.92308
0.596449,0.501252,2.87991,2.0562,1.93882
0.586798,0.503826,2.88202,2.03992,1.95549
