1.129999999999999893e+00,0.000000000000000000e+00,1.570796326794896558e+00
1.129874709736181648e+00,9.998953435442606980e-03,1.595854361239793962e+00
1.129498997285480311e+00,1.999163146809976310e-02,1.620896454794767072e+00
1.128873336731278432e+00,2.997177857357190625e-02,1.645906744560063029e+00
1.127998515096586329e+00,3.993317878991149011e-02,1.670869522590086698e+00
1.126875627717322192e+00,4.986967501698872512e-02,1.695769310829890353e+00
1.125506071858067392e+00,5.977518774852030869e-02,1.720590933071604711e+00
1.123891538660516831e+00,6.964373306541413178e-02,1.745319583049030010e+00
1.122034003536573232e+00,7.946943973354393675e-02,1.769940887878636016e+00
1.119935715136933352e+00,8.924656526623199471e-02,1.794440966161211737e+00
1.117599183041732891e+00,9.896951083104346680e-02,1.818806480176451634e+00
1.115027164332040632e+00,1.086328349013957473e-01,1.843024681728764103e+00
1.112222649209658520e+00,1.182312655753498531e-01,1.867083451332343991e+00
1.109188845837675741e+00,1.277597115061756272e-01,1.890971330552975838e+00
1.105929164575752077e+00,1.372132714112906937e-01,1.914677547449342931e+00
1.102447201782263297e+00,1.465872421474393172e-01,1.938192035174492567e+00
1.098746723350612964e+00,1.558771253600373108e-01,1.961505443905713575e+00
1.094831648139490854e+00,1.650786327330804326e-01,1.984609146366293597e+00
1.090706031447073343e+00,1.741876898825918119e-01,2.007495237283848599e+00
1.086374048667552161e+00,1.832004389510557552e-01,2.030156527196323779e+00
1.081839979255362572e+00,1.921132399725208606e-01,2.052586531068004039e+00
1.077108191108509638e+00,2.009226710880001043e-01,2.074779452214218001e+00
1.072183125467894849e+00,2.096255276984766713e-01,2.096730162055580493e+00
1.067069282414838227e+00,2.182188206483167414e-01,2.118434176231626331e+00
1.061771207034490239e+00,2.266997735353324106e-01,2.139887627600901787e+00
1.056293476298754141e+00,2.350658192452996786e-01,2.161087236641574538e+00
1.050640686708963045e+00,2.433145958086177785e-01,2.182030279744893164e+00
1.044817442726069023e+00,2.514439416752140555e-01,2.202714555865167956e+00
1.038828346004606829e+00,2.594518905009792209e-01,2.223138351955770808e+00
1.032677985436338597e+00,2.673366655351842036e-01,2.243300407582672129e+00
1.026370928000257754e+00,2.750966736936978907e-01,2.263199879066413178e+00
1.019911710407601646e+00,2.827304993976048619e-01,2.282836303461506233e+00
1.013304831523646810e+00,2.902368982511920881e-01,2.302209562640044727e+00
1.006554745542303397e+00,2.976147906274114185e-01,2.321319847704670813e+00
9.996658558848303677e-01,3.048632552229741388e-01,2.340167623915669015e+00
9.926425097902922268e-01,3.119815226393238272e-01,2.358753596278385434e+00
9.854889935625825714e-01,3.189689690399676869e-01,2.377078675900764271e+00
9.782095284368538257e-01,3.258251099291209485e-01,2.395143947196785472e+00
9.708082670269455594e-01,3.325495940913886228e-01,2.412950635980137815e+00
9.632892903147811658e-01,3.391421977273412769e-01,2.430500078463520008e+00
9.556566051426392816e-01,3.456028188153646430e-01,2.447793691152541307e+00
9.479141421695959080e-01,3.519314717261087244e-01,2.464832941599072402e+00
9.400657542542187883e-01,3.581282821122399040e-01,2.481619319956952285e+00
9.321152152266920510e-01,3.641934820930258776e-01,2.498154311262894112e+00
9.240662190148968280e-01,3.701274057505474779e-01,2.514439368347024750e+00
9.159223790905177687e-01,3.759304849520363478e-01,2.530475885260382363e+00
9.076872282029229133e-01,3.816032455109726884e-01,2.546265171090657642e+00
8.993642183703624005e-01,3.871463036981322436e-01,2.561808424022031350e+00
8.909567210998657893e-01,3.925603631127344006e-01,2.577106705479959015e+00
8.824680278091128205e-01,3.978462119232061278e-01,2.592160914186627974e+00
8.739013504254360409e-01,4.030047204868232313e-01,2.606971759937432243e+00
8.652598221390042088e-01,4.080368393576230823e-01,2.621539736892532169e+00
8.565464982890945711e-01,4.129435976924817897e-01,2.635865096160296517e+00
8.477643573641930885e-01,4.177261020661309776e-01,2.649947817430454489e+00
8.389163020984622410e-01,4.223855357071328864e-01,2.663787579393944505e+00
8.300051606488833000e-01,4.269231581684693189e-01,2.677383728663120355e+00
8.210336878391168991e-01,4.313403054484193366e-01,2.690735246879751408e+00
8.120045664578442457e-01,4.356383905798297818e-01,2.703840715668568428e+00
8.029204086010797159e-01,4.398189047087502357e-01,2.716698279060462351e+00
7.937837570496708572e-01,4.438834186867154363e-01,2.729305602971155320e+00
7.845970866749882866e-01,4.478335852047835020e-01,2.741659831277638126e+00
7.753628058676581558e-01,4.516711415017836684e-01,2.753757537985157544e+00
7.660832579861601710e-01,4.553979126841776193e-01,2.765594674921305618e+00
7.567607228242428929e-01,4.590158157005217454e-01,2.777166514330020153e+00
7.473974180984681581e-01,4.625268640198266223e-01,2.788467585666152271e+00
7.379955009598433424e-01,4.659331730702018226e-01,2.799491605810004113e+00
7.285570695365481964e-01,4.692369665021367542e-01,2.810231401829917264e+00
7.190841645182921571e-01,4.724405833496946316e-01,2.820678825319069549e+00
7.095787707970252489e-01,4.755464861728671000e-01,2.830824657219528362e+00
7.000428191836913783e-01,4.785572702754588015e-01,2.840658501922202372e+00
6.904781882267095883e-01,4.814756741052144684e-01,2.850168669296103019e+00
6.808867061651134867e-01,4.843045909565522611e-01,2.859342043155451041e+00
6.712701530581126619e-01,4.870470821112585225e-01,2.868163934521391401e+00
6.616302631436324910e-01,4.897063915688326663e-01,2.876617917880813113e+00
